No,drillhole,Date ,Block,E/W,N/S,CoreRec,ELEV,FROM,TO,Length,AreaInfl,Vol, Category , %Ni , %Fe , %Co ,DESCRIPTION,Excavated,ExYear,NiVol,FeVol,CoVol,ORE CLASS,Cu. m.,%Ni,%Fe,%Co,Category,Excavated,%Ni,%Ni,%Fe,%Fe,,MINERAL RESOURCES AS OF YEAR 2018,,,,,,MINERAL RESOURCES AS OF YEAR 2018,,,,,,,,,,,,,,Statistic Data of 2016 Mineral Resources TMC,,,,Taga1,,,,,,,,,
218,3030_T1,23-Sep-05,F021,E150,S000,,454.86,454.86,454,0.86,625,537.5,M,0.55,44.91,0.01,RBR-LAT,,,295.625,24139.125,5.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3031_T1,24-Sep-05,F021,E150,S025,,457.31,457.31,456,1.31,625,818.75,M,0.66,46.59,0.02,RBR-LAT,,,540.375,38145.5625,16.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3032_T1,26-Sep-05,F021,E000,S000,,467.64,467.64,467,0.64,625,400,M,0.71,45.56,0.01,RBR-LAT,,,284,18224,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3033_T1,23-Sep-05,F021,E050,S250,,469.74,469.74,469,0.74,625,462.5,M,1,46.7,0.03,RBR-LAT,,,462.5,21598.75,13.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3034_T1,24-Sep-05,F021,E050,S275,,461.01,461.01,460,1.01,625,631.25,M,0.84,48.05,0.03,RBR-YBR-LAT,,,530.25,30331.5625,18.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3035_T1,26-Sep-05,F024,E050,S300,,464.1,464.1,463,1.1,625,687.5,M,0.74,26.66,0.09,YOR-LAT W/ YG-MHR,,,508.75,18328.75,61.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3036_T1,23-Sep-05,F021,E025,S225,,474.24,474.24,473,1.24,625,775,M,0.97,48.35,0.04,RBR-LAT,,,751.75,37471.25,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3037_T1,26-Sep-05,F021,E025,S250,,474.78,474.78,474,0.78,625,487.5,M,0.89,48.37,0.03,RBR-LAT,,,433.875,23580.375,14.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3038_T1,26-Sep-05,F021,E025,S275,,474.96,474.96,474,0.96,625,600,M,0.9,43.74,0.04,RBR-LAT,,,540,26244,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3039_T1,27-Sep-05,F024,E100,S325,,447.77,447.77,447,0.77,625,481.25,M,0.85,47.04,0.06,RBR-LAT,,,409.0625,22638,28.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3040_T1,29-Sep-05,E027,E025,S875,,460.67,460.67,460,0.67,625,418.75,M,0.69,47.28,0.02,RBR-LAT,,,288.9375,19798.5,8.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3041_T1,26-Sep-05,F021,E150,S050,,462.89,462.89,462,0.89,625,556.25,M,0.58,44.2,0.01,RBR-LAT,,,322.625,24586.25,5.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3042_T1,26-Sep-05,F021,E150,S075,,462.52,462.52,462,0.52,625,325,M,0.68,44.9,0.01,RBR-LAT,,,221,14592.5,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3043_T1,29-Sep-05,F021,E150,S100,,455.53,455.53,455,0.53,625,331.25,M,0.55,45.6,0.03,RBR-LAT,,,182.1875,15105,9.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3044_T1,27-Sep-05,F024,E050,S325,,468,468,467,1,625,625,M,0.88,46.09,0.05,YBR-YOR-LAT,,,550,28806.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3045_T1,28-Sep-05,F024,E050,S350,,467.14,467.14,466,1.14,625,712.5,M,1.11,28.03,0.05,YOR-LAT W/ YG-MHR,,,790.875,19971.375,35.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3046_T1,28-Sep-05,F024,E050,S375,,461.59,461.59,461,0.59,625,368.75,M,0.7,15.01,0.03,YOR-LAT W/ YG-MHR,,,258.125,5534.9375,11.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3047_T1,26-Sep-05,F021,E075,S125,,468.75,468.75,468,0.75,625,468.75,M,0.77,46.73,0.01,RBR-LAT,,,360.9375,21904.6875,4.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3048_T1,26-Sep-05,F021,E075,S150,,465.73,465.73,465,0.73,625,456.25,M,0.87,45.18,0.01,RBR-LAT,,,396.9375,20613.375,4.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3049_T1,27-Sep-05,F021,E075,S175,,461.62,461.62,461,0.62,625,387.5,M,0.9,46.97,0.06,RBR-LAT,,,348.75,18200.875,23.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3050_T1,1-Oct-05,F021,E025,S000,,465.41,465.41,464,1.41,625,881.25,M,0.62,46.37,0.01,RBR-LAT,,,546.375,40863.5625,8.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3051_T1,27-Sep-05,F024,E025,S300,,470.95,470.95,470,0.95,625,593.75,M,0.99,47.19,0.05,RBR-LAT,,,587.8125,28019.0625,29.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3052_T1,28-Sep-05,F024,E025,S325,,473.63,473.63,473,0.63,625,393.75,M,1,43.81,0.1,RBR-LAT,,,393.75,17250.1875,39.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3053_T1,29-Sep-05,F024,E025,S375,,473.42,473.42,472,1.42,625,887.5,M,1.06,46.67,0.08,RBR-LAT,,,940.75,41419.625,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3054_T1,30-Sep-05,F021,E125,S125,,459.88,459.88,459,0.88,625,550,M,0.83,47.06,0.03,RBR-LAT,,,456.5,25883,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3055_T1,1-Oct-05,F021,E125,S150,,454.59,454.59,454,0.59,625,368.75,M,0.88,47.59,0.09,RBR-LAT,,,324.5,17548.8125,33.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3056_T1,1-Oct-05,F021,E150,S175,,446.58,446.58,446,0.58,625,362.5,M,0.7,47,0.04,RBR-LAT,,,253.75,17037.5,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3057_T1,28-Sep-05,F024,E075,S300,,456.3,456.3,455,1.3,625,812.5,M,0.91,47.15,0.06,RBR-YBR-LAT,,,739.375,38309.375,48.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3058_T1,27-Sep-05,F021,E100,S125,,464.97,464.97,464,0.97,625,606.25,M,1.01,46.32,0.02,YBR-LAT,,,612.3125,28081.5,12.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3059_T1,28-Sep-05,F021,E100,S150,,461.1,461.1,460,1.1,625,687.5,M,0.87,46.55,0.02,RBR-LAT,,,598.125,32003.125,13.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3060_T1,28-Sep-05,F021,E100,S175,,450.6,450.6,450,0.6,625,375,M,0.76,46.28,0.03,RBR-LAT,,,285,17355,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3061_T1,29-Sep-05,F024,E100,S350,,435.78,435.78,435,0.78,625,487.5,M,1.04,30.14,0.05,RBR-YBR-LAT W/ YG-MHR,,,507,14693.25,24.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3062_T1,28-Sep-05,F021,E075,S200,,463.15,463.15,462,1.15,625,718.75,M,1.1,49.23,0.07,RBR-YBR-LAT,,,790.625,35384.0625,50.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3063_T1,28-Sep-05,F021,E075,S225,,461.36,461.36,460,1.36,625,850,M,1.04,47.32,0.07,RBR-LAT,,,884,40222,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3064_T1,29-Sep-05,F021,E075,S250,,466.68,466.68,466,0.68,625,425,M,0.92,47.7,0.03,RBR-LAT,,,391,20272.5,12.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3065_T1,29-Sep-05,F024,E050,S400,,462.86,462.86,462,0.86,625,537.5,M,0.97,46.16,0.06,YOR-LAT,,,521.375,24811,32.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3066_T1,30-Sep-05,F024,E050,S425,,470.83,470.83,470,0.83,625,518.75,M,1.08,25.64,0.08,YOR-LAT W/ YG-MHR,,,560.25,13300.75,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3067_T1,1-Oct-05,E028,E350,S825,,398.91,398.91,398,0.91,625,568.75,M,0.47,47.03,0.01,YBR-LAT,,,267.3125,26748.3125,5.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3068_T1,29-Sep-05,F021,E100,S200,,456.54,456.54,456,0.54,625,337.5,M,0.87,45.99,0.07,YBR-LAT,,,293.625,15521.625,23.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3069_T1,29-Sep-05,F021,E100,S225,,458.13,458.13,457,1.13,625,706.25,M,0.92,47.17,0.03,YBR-LAT,,,649.75,33313.8125,21.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3070_T1,30-Sep-05,F021,E100,S250,,463.55,463.55,463,0.55,625,343.75,M,0.93,46.41,0.06,YBR-LAT,,,319.6875,15953.4375,20.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3071_T1,1-Oct-05,E028,E375,S825,,395.82,395.82,395,0.82,625,512.5,M,0.81,46.36,0.03,YBR-LAT,,,415.125,23759.5,15.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3072_T1,3-Oct-05,E028,E375,S850,,397.53,397.53,397,0.53,625,331.25,M,0.76,47.93,0.02,YBR-LAT,,,251.75,15876.8125,6.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3073_T1,3-Oct-05,E028,E375,S875,,396.36,396.36,395,1.36,625,850,M,0.86,45.81,0.02,YBR-LAT,,,731,38938.5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3074_T1,30-Sep-05,E027,E050,S875,,460.46,460.46,459,1.46,625,912.5,M,0.76,47.44,0.01,RBR-LAT,,,693.5,43289,9.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3075_T1,30-Sep-05,F024,E100,S375,,433.09,433.09,432,1.09,625,681.25,M,0.59,8.8,0.02,RBR-LAT W/ YG-CS-SP W/ YG-MHR,,,401.9375,5995,13.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3076_T1,30-Sep-05,F024,E025,S400,,476.63,476.63,476,0.63,625,393.75,M,0.92,49.18,0.07,RBR-LAT,,,362.25,19364.625,27.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3077_T1,3-Oct-05,F024,E025,S425,,482.86,482.86,482,0.86,625,537.5,M,0.79,46.99,0.05,RBR-LAT,,,424.625,25257.125,26.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3078_T1,5-Oct-05,F013,E875,S200,,488.71,488.71,488,0.71,625,443.75,M,0.67,48.21,0.01,RBR-LAT,,,297.3125,21393.1875,4.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3079_T1,30-Sep-05,F021,E100,S275,,460.64,460.64,460,0.64,625,400,M,0.77,42.17,0.16,YBR-YOR-LAT W/ YG-CS-SP,,,308,16868,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3080_T1,3-Oct-05,E027,E200,S875,,441.32,441.32,440,1.32,625,825,M,0.66,46.51,0.13,RBR-LAT,,,544.5,38370.75,107.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3081_T1,4-Oct-05,F021,E200,S000,,445.08,445.08,444,1.08,625,675,M,0.63,44.66,0.01,RBR-YBR-LAT,,,425.25,30145.5,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3082_T1,6-Oct-05,F021,E025,S025,,470.03,470.03,469,1.03,625,643.75,M,0.57,47.26,0.02,RBR-LAT,,,366.9375,30423.625,12.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3083_T1,10-Oct-05,F021,E175,S050,,455.1,455.1,454,1.1,625,687.5,M,0.63,53.21,0.06,RBR-LAT,,,433.125,36581.875,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3084_T1,3-Oct-05,F021,E175,S100,,441.84,441.84,441,0.84,625,525,M,0.68,47.16,0.06,RBR-LAT,,,357,24759,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3085_T1,3-Oct-05,F021,E175,S075,,452.26,452.26,451,1.26,625,787.5,M,0.68,46.84,0.03,RBR-LAT,,,535.5,36886.5,23.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3086_T1,3-Oct-05,E028,E350,S850,,399.96,399.96,399,0.96,625,600,M,0.69,49.73,0.01,RBR-YBR-LAT,,,414,29838,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3087_T1,4-Oct-05,E028,E350,S875,,399.4,399.4,398,1.4,625,875,M,0.79,45.51,0.01,RBR-YBR-LAT,,,691.25,39821.25,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3088_T1,5-Oct-05,E022,E350,S000,,400.14,400.14,399,1.14,625,712.5,M,0.79,45.92,0.01,RBR-YBR-LAT,,,562.875,32718,7.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3089_T1,4-Oct-05,E022,E375,S000,,394.56,394.56,394,0.56,625,350,M,0.95,46.97,0.02,YBR-LAT,,,332.5,16439.5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3090_T1,5-Oct-05,F022,E375,S025,,391.78,391.78,391,0.78,625,487.5,M,0.92,46.06,0.03,YBR-LAT,,,448.5,22454.25,14.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3091_T1,5-Oct-05,F022,E375,S050,,393.16,393.16,392,1.16,625,725,M,0.74,46.62,0.02,RBR-LAT,,,536.5,33799.5,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3092_T1,4-Oct-05,F021,E200,S025,,444.94,444.94,444,0.94,625,587.5,M,0.56,50.59,0.01,RBR-LAT,,,329,29721.625,5.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3093_T1,5-Oct-05,F021,E200,S050,,447.29,447.29,446,1.29,625,806.25,M,0.55,53.85,0.03,YBR-LAT,,,443.4375,43416.5625,24.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3094_T1,5-Oct-05,E027,E225,S850,,433.55,433.55,433,0.55,625,343.75,M,0.51,51.37,0.02,RBR-YBR-LAT,,,175.3125,17658.4375,6.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3095_T1,8-Oct-05,F024,E100,S400,,439.32,439.32,438,1.32,625,825,M,1.18,49.99,0.13,RBR-LAT,,,973.5,41241.75,107.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3096_T1,7-Oct-05,E027,E075,S875,,457.79,457.79,457,0.79,625,493.75,M,0.64,43.76,0.01,RBR-LAT,,,316,21606.5,4.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3097_T1,5-Oct-05,F022,E350,S025,,398.19,398.19,397,1.19,625,743.75,M,0.79,49.09,0.02,RBR-YBR-LAT,,,587.5625,36510.6875,14.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3098_T1,6-Oct-05,F022,E350,S050,,401.13,401.13,400,1.13,625,706.25,M,0.87,48.11,0.02,YBR-YOR-LAT,,,614.4375,33977.6875,14.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3099_T1,6-Oct-05,F022,E350,S075,,393.96,393.96,393,0.96,625,600,M,0.74,49.39,0.02,YBR-YOR-LAT,,,444,29634,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3100_T1,8-Oct-05,F021,E000,S200,,485.16,485.16,484,1.16,625,725,M,0.7,53.29,0.02,RBR-LAT,,,507.5,38635.25,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3101_T1,5-Oct-05,E027,E250,S850,,426.9,426.9,426,0.9,625,562.5,M,0.41,50.55,0.03,RBR-LAT,,,230.625,28434.375,16.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3102_T1,14-Oct-05,E027,E250,S875,,428.93,428.93,428,0.93,625,581.25,M,0.51,54.68,0.06,RBR-LAT,,,296.4375,31782.75,34.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3103_T1,8-Oct-05,E027,E225,S875,,438.45,438.45,437,1.45,625,906.25,M,0.57,52.47,0.04,RBR-LAT,,,516.5625,47550.9375,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3104_T1,10-Oct-05,F021,E225,S000,,438.16,438.16,437,1.16,625,725,M,0.45,49.5,0.04,RBR-LAT,,,326.25,35887.5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3105_T1,10-Oct-05,F021,E225,S025,,440.29,440.29,439,1.29,625,806.25,M,0.57,52.6,0.02,RBR-YBR-LAT,,,459.5625,42408.75,16.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3106_T1,6-Oct-05,F022,E375,S075,,388.56,388.56,388,0.56,625,350,M,0.67,49.34,0.02,RBR-LAT,,,234.5,17269,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3107_T1,7-Oct-05,F022,E375,S100,,377.98,377.98,377,0.98,625,612.5,M,1.18,50.05,0.05,YBR-LAT,,,722.75,30655.625,30.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3108_T1,7-Oct-05,F022,E375,S125,,375.43,375.43,374,1.43,625,893.75,M,0.88,49.49,0.07,RBR-LAT,,,786.5,44231.6875,62.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3109_T1,11-Oct-05,F021,E050,S000,,463.83,463.83,463,0.83,625,518.75,M,0.76,50.49,0.02,RBR-LAT,,,394.25,26191.6875,10.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3110_T1,10-Oct-05,E027,E075,S850,,455.34,455.34,454,1.34,625,837.5,M,0.69,51.99,0.01,RBR-LAT,,,577.875,43541.625,8.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3111_T1,7-Oct-05,F022,E350,S100,,386.28,386.28,385,1.28,625,800,M,0.56,50.59,0.04,YOR-LAT,,,448,40472,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3112_T1,8-Oct-05,F022,E350,S125,,383.24,383.24,382,1.24,625,775,M,0.53,52.35,0.01,YBR-YOR-LAT,,,410.75,40571.25,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3113_T1,10-Oct-05,F022,E350,S150,,380.78,380.78,380,0.78,625,487.5,M,0.73,54.91,0.05,YBR-YOR-LAT,,,355.875,26768.625,24.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3114_T1,10-Oct-05,E027,E100,S875,,455.61,455.61,455,0.61,625,381.25,M,0.67,50.4,0.01,RBR-LAT,,,255.4375,19215,3.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3115_T1,8-Oct-05,E028,E300,S800,,403.46,403.46,402,1.46,625,912.5,M,0.64,52.69,0.03,RBR-LAT,,,584,48079.625,27.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3116_T1,10-Oct-05,E028,E300,S825,,406.5,406.5,406,0.5,625,312.5,M,0.63,51.19,0.03,RBR-LAT,,,196.875,15996.875,9.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3117_T1,11-Oct-05,E028,E300,S850,,408.98,408.98,408,0.98,625,612.5,M,0.56,52.34,0.03,RBR-LAT,,,343,32058.25,18.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3118_T1,12-Oct-05,F024,E100,S425,,438.68,438.68,438,0.68,625,425,M,1.08,39.72,0.11,RBR-LAT W/ YG-YOR-CS-SP,,,459,16881,46.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3119_T1,10-Oct-05,F021,E175,S025,,451.5,451.5,451,0.5,625,312.5,M,0.74,52.74,0.02,RBR-LAT,,,231.25,16481.25,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3120_T1,11-Oct-05,F021,E175,S000,,448.34,448.34,447,1.34,625,837.5,M,0.58,51.47,0.02,RBR-LAT,,,485.75,43106.125,16.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3121_T1,12-Oct-05,E027,E175,S875,,444.59,444.59,444,0.59,625,368.75,M,0.64,50.4,0.01,RBR-LAT,,,236,18585,3.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3122_T1,10-Oct-05,E028,E325,S800,,400.08,400.08,399,1.08,625,675,M,0.83,52.56,0.03,YBR-YOR-LAT,,,560.25,35478,20.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3123_T1,10-Oct-05,E028,E325,S825,,404.03,404.03,403,1.03,625,643.75,M,0.9,52.64,0.01,RBR-YBR-LAT,,,579.375,33887,6.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3124_T1,12-Oct-05,E028,E325,S850,,401.79,401.79,401,0.79,625,493.75,M,0.75,53.93,0.01,RBR-LAT,,,370.3125,26627.9375,4.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3125_T1,15-Oct-05,E027,E100,S850,,453.6,453.6,453,0.6,625,375,M,0.62,49.37,0.01,RBR-LAT,,,232.5,18513.75,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3126_T1,12-Oct-05,E027,E125,S875,,450.57,450.57,450,0.57,625,356.25,M,0.8,51.12,0.02,RBR-LAT,,,285,18211.5,7.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3127_T1,13-Oct-05,F021,E050,S025,,467.52,467.52,467,0.52,625,325,M,0.75,50.23,0.01,RBR-LAT,,,243.75,16324.75,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3128_T1,11-Oct-05,F021,E225,S050,,439.26,439.26,438,1.26,625,787.5,M,0.53,53.99,0.03,YBR-LAT,,,417.375,42517.125,23.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3129_T1,11-Oct-05,F021,E200,S075,,441.3,441.3,440,1.3,625,812.5,M,0.6,52.87,0.02,YBR-LAT,,,487.5,42956.875,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3130_T1,12-Oct-05,F021,E175,S175,,436.09,436.09,435,1.09,625,681.25,M,0.68,48.93,0.06,YBR-YOR-LAT W/ YG-CS-SP,,,463.25,33333.5625,40.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3131_T1,15-Oct-05,F021,E250,S000,,429.66,429.66,429,0.66,625,412.5,M,0.57,53.07,0.06,RBR-LAT,,,235.125,21891.375,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3132_T1,15-Oct-05,F021,E250,S025,,429.32,429.32,428,1.32,625,825,M,0.59,51.13,0.03,RBR-LAT,,,486.75,42182.25,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3133_T1,17-Oct-05,F021,E250,S050,,428.71,428.71,428,0.71,625,443.75,M,0.66,52.35,0.08,RBR-LAT,,,292.875,23230.3125,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,3134_T1,11-Oct-05,E028,E300,S875,,409.61,409.61,409,0.61,625,381.25,M,0.73,52.62,0.03,RBR-LAT,,,278.3125,20061.375,11.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
