Hole no.,Date ,Block,E/W,N/S,ELEV,%Ni,%Fe,%Co
3786_T3,20-Nov-98,C046,E875,S575,442.61,,,
6694_T3,29-May-01,F056,E875,S575,287.05,,,
551_T3_06,5-Jun-06,E056,E875,S575,244.57,,,
852_T3,29-Jan-93,D056,E612.50,S587.50,191.87,,,
2110_T3,03-Oct-96,D057,E025,S600,216.76,,,
1939_T3,07-Aug-96,E067,E025,S600,220.67,,,
1820_T3,08-Jun-96,C057,E025,S600,308.26,,,
1835_T3,25-Jun-96,F067,E025,S600,332.37,,,
2104_T3,02-Oct-96,D057,E050,S600,210.33,,,
1819_T3,07-Jun-96,C057,E050,S600,247.07,,,
1941_T3,08-Aug-96,E067,E050,S600,243.51,,,
1834_T3,22-Jun-96,F067,E050,S600,271.48,,,
6806_T3,02-Jul-01,F064,E075,S600,263.1,,,
3285_T3,08-Jun-98,E067,E075,S600,202.57,,,
2637_T3,13-Aug-97,D057,E075,S600,272.12,,,
6817_T3,03-Jul-01,F064,E100,S600,278.88,,,
2559_T3,01-Aug-97,D057,E125,S600,314.06,,,
1812_T3,03-Jun-96,C057,E125,S600,388.94,,,
2107_T3,03-Oct-96,E067,E125,S600,240.6,,,
7272_T3,10-Oct-01,F057,E125,S600,340.78,,,
1827_T3,15-Jun-96,F067,E125,S600,263.99,,,
2931_T3,20-Nov-97,E057,E125,S600,167.35,,,
1810_T3,03-Jun-96,C057,E150,S600,416.78,,,
7277_T3,13-Oct-01,F057,E150,S600,316.39,,,
1829_T3,20-Jun-96,F067,E150,S600,344.35,,,
2961_T3,24-Jan-98,E057,E150,S600,133.52,,,
2553_T3,31-Jul-97,D057,E150,S600,335.36,,,
366_T3_05,1-Dec-05,E067,E175,S600,336.2,,,
7281_T3,12-Oct-01,F057,E175,S600,321.08,,,
2764_T3,18-Sep-97,D057,E175,S600,344.83,,,
1831_T3,20-Jun-96,F067,E175,S600,318.07,,,
3217_T3,22-May-98,C057,E175,S600,376.44,,,
2967_T3,29-Jan-98,E057,E175,S600,157.51,,,
3261_T3,02-Jun-98,C057,E200,S600,108.58,,,
7228_T3,03-Oct-01,F057,E200,S600,381.95,,,
2752_T3,16-Sep-97,D057,E200,S600,330.67,,,
363_T3_05,24-Nov-05,E067,E200,S600,335.49,,,
2734_T3,12-Sep-97,D057,E225,S600,424.62,,,
1828_T3,15-Jun-96,F067,E225,S600,334.32,,,
7174_T3,21-Sep-01,F057,E225,S600,407.18,,,
6584_T3,23-Apr-01,E067,E225,S600,124.24,,,
2901_T3,28-Oct-97,E057,E225,S600,142.74,,,
7265_T3,11-Oct-01,F057,E250,S600,341.97,,,
1825_T3,13-Jun-96,F067,E250,S600,322.91,,,
2740_T3,13-Sep-97,D051,E250,S600,360.01,,,
1978_T3,19-Aug-96,E057,E250,S600,252.51,,,
3628_T3,21-Sep-98,C057,E250,S600,430.12,,,
627_T3_06,25-Jul-06,E067,E250,S600,223.82,,,
7264_T3,10-Oct-01,F057,E275,S600,383.95,,,
1870_T3,12-Jul-96,F067,E275,S600,321.99,,,
2746_T3,15-Sep-97,D057,E275,S600,366.26,,,
3931_T3,17-Mar-99,C057,E275,S600,477.53,,,
1976_T3,27-Aug-96,E057,E275,S600,213.72,,,
1858_T3,09-Jul-96,F068,E325,S600,334.27,,,
7130_T3,11-Sep-01,F058,E325,S600,392.14,,,
1967_T3,14-Aug-96,E058,E325,S600,128.31,,,
2909_T3,16-Oct-97,D058,E325,S600,172.31,,,
7088_T3,05-Sep-01,F058,E350,S600,388.94,,,
2891_T3,10-Oct-97,D058,E350,S600,243.27,,,
1885_T3,15-Jul-96,F068,E350,S600,314.41,,,
1973_T3,16-Aug-96,E058,E350,S600,120.47,,,
628_T3_06,25-Jul-06,E068,E350,S600,228.52,,,
7077_T3,01-Sep-01,F058,E375,S600,411.3,,,
2774_T3,11-Sep-97,D058,E375,S600,411.88,,,
1992_T3,22-Aug-96,E058,E375,S600,298.48,,,
3415_T3,28-Jul-98,F065,E375,S600,399.77,,,
2753_T3,12-Sep-97,D058,E400,S600,415.98,,,
629_T3_06,24-Jul-06,E068,E400,S600,216.62,,,
7075_T3,31-Aug-01,F058,E400,S600,414.96,,,
3579_T3,08-Sep-98,E058,E425,S600,283.85,,,
2873_T3,09-Oct-97,D058,E425,S600,246.15,,,
1877_T3,12-Jul-96,F068,E425,S600,287.72,,,
6655_T3,22-May-01,F058,E425,S600,103,,,
2855_T3,04-Oct-97,D058,E450,S600,245.12,,,
1871_T3,11-Jul-96,F068,E450,S600,329.54,,,
1984_T3,20-Aug-96,E058,E450,S600,256.56,,,
6656_T3,23-May-01,F058,E450,S600,91.93,,,
630_T3_06,24-Jul-06,F068,E450,S600,222.06,,,
870_T3,12-Feb-93,C035,E475,S600,137.94,,,
1979_T3,19-Aug-96,E058,E475,S600,193.3,,,
6658_T3,23-May-01,F058,E475,S600,98.14,,,
2825_T3,27-Sep-97,D058,E475,S600,235.36,,,
3416_T3,28-Jul-98,F068,E475,S600,394.17,,,
861_T3,08-Feb-93,C035,E500,S600,203.92,,,
6643_T3,22-May-01,F058,E500,S600,81.93,,,
631_T3_06,26-Jul-06,E068,E500,S600,215.24,,,
3411_T3,27-Jul-98,F068,E500,S600,377.25,,,
3269_T3,03-Jun-98,E058,E525,S600,379.75,,,
866_T3,10-Feb-93,C035,E525,S600,208.22,,,
6631_T3,15-May-01,F058,E525,S600,109.33,,,
813_T3_06,19-Oct-06,E068,E525,S600,160.25,,,
6630_T3,12-May-01,F058,E550,S600,108.45,,,
835_T3_06,23-Oct-06,E068,E550,S600,176.6,,,
2011_T3,28-Aug-96,E058,E550,S600,237.44,,,
6602_T3,03-May-01,F058,E575,S600,112.04,,,
864_T3,09-Feb-93,C035,E575,S600,199.53,,,
817_T3_06,18-Oct-06,E068,E575,S600,186.39,,,
2015_T3,29-Aug-96,E058,E575,S600,227.97,,,
798_T3_06,12-Oct-06,E069,E600,S600,178.64,,,
2026_T3,03-Sep-96,E059,E625,S600,248.14,,,
6611_T3,05-May-01,F056,E625,S600,112.07,,,
808_T3_06,19-Oct-06,E069,E625,S600,169.87,,,
855_T3,30-Jan-93,D059,E625,S600,182.59,,,
6612_T3,10-May-01,F056,E650,S600,101.39,,,
837_T3_06,25-Oct-06,E069,E650,S600,170.94,,,
2021_T3,31-Aug-96,E059,E650,S600,253.67,,,
4384_T3,04-Aug-99,E059,E675,S600,360.07,,,
6625_T3,10-May-01,F056,E675,S600,122.03,,,
865_T3_06,1-Nov-06,E069,E700,S600,130.05,,,
6670_T3,23-May-01,F056,E700,S600,107.47,,,
860_T3_06,2-Nov-06,E069,E725,S600,130.25,,,
6682_T3,25-May-01,F056,E725,S600,285.41,,,
2463_T3,12-Jul-97,D049,E750,S600,288.92,,,
6680_T3,25-May-01,F056,E750,S600,288.14,,,
2469_T3,12-Jul-97,D049,E775,S600,334.96,,,
6679_T3,25-May-01,F056,E775,S600,303.17,,,
6779_T3,22-Jun-01,F056,E800,S600,274.35,,,
2439_T3,04-Jul-97,D049,E825,S600,304.91,,,
6681_T3,28-May-01,F056,E825,S600,207.27,,,
1945_T3,09-Aug-96,E059,E850,S600,246.52,,,
6858_T3,16-Jul-01,F056,E850,S600,262.45,,,
3781_T3,18-Nov-98,C049,E850,S600,451.27,,,
2097_T3,28-Sep-96,D049,E850,S600,212.38,,,
2103_T3,02-Oct-96,D049,E875,S600,252.05,,,
1956_T3,12-Aug-96,E059,E875,S600,218.84,,,
6849_T3,12-Jul-01,F056,E875,S600,256.53,,,
3792_T3,20-Nov-98,C049,E875,S600,420.25,,,
6862_T3,14-Jul-01,F067,E000,S625,262.6,,,
2063_T3,18-Sep-96,D057,E000,S625,253.23,,,
362_T3_05,24-Nov-05,E067,E000,S625,335.77,,,
3250_T3,30-May-98,C057,E000,S625,367.21,,,
3254_T3,01-Jun-98,C057,E025,S625,332.7,,,
2055_T3,13-Sep-96,D057,E025,S625,217.68,,,
3325_T3,24-Jun-98,E067,E025,S625,305.41,,,
6804_T3,29-Jun-01,F067,E025,S625,271.28,,,
3258_T3,02-Jun-98,C057,E050,S625,111.05,,,
1917_T3,05-Aug-96,E067,E050,S625,222.01,,,
2051_T3,12-Sep-96,D057,E050,S625,238.28,,,
6805_T3,30-Jun-01,F067,E050,S625,275.95,,,
6055_T3,14-Sep-00,E067,E075,S625,116.8,,,
6872_T3,17-Jul-01,F067,E075,S625,260.67,,,
2541_T3,22-Jul-97,D057,E075,S625,328.05,,,
6819_T3,04-Jul-01,F067,E100,S625,265.36,,,
3276_T3,06-Jun-98,E067,E100,S625,401.4,,,
2585_T3,23-Jul-97,D057,E100,S625,315.09,,,
3280_T3,06-Jun-98,C057,E125,S625,360.82,,,
2154_T3,14-Oct-96,E067,E125,S625,216.81,,,
7290_T3,15-Oct-01,F057,E125,S625,350.06,,,
2591_T3,26-Jul-97,D057,E125,S625,334.16,,,
2937_T3,26-Nov-97,E057,E125,S625,123.39,,,
1840_T3,28-Jun-96,F067,E125,S625,331.41,,,
3282_T3,06-Jun-98,C057,E150,S625,337.36,,,
7279_T3,12-Oct-01,F057,E150,S625,334.9,,,
2148_T3,12-Oct-96,E067,E150,S625,244.12,,,
2955_T3,19-Dec-97,E057,E150,S625,178.66,,,
2597_T3,30-Jul-97,D057,E150,S625,325.5,,,
2973_T3,03-Feb-98,E057,E175,S625,133.17,,,
3278_T3,05-Jun-98,C057,E175,S625,365.78,,,
7271_T3,11-Oct-01,F057,E175,S625,324.77,,,
2142_T3,12-Oct-96,E067,E175,S625,216.5,,,
2758_T3,17-Sep-97,D057,E175,S625,390.2,,,
7227_T3,02-Oct-01,F057,E200,S625,414.45,,,
3003_T3,04-Feb-98,E057,E200,S625,120.69,,,
3267_T3,04-Jun-98,C057,E200,S625,407.49,,,
2722_T3,10-Sep-97,D057,E200,S625,346.49,,,
1826_T3,15-Jun-96,F067,E200,S625,267.43,,,
6569_T3,18-Apr-01,E067,E200,S625,131.8,,,
2728_T3,11-Sep-97,D057,E225,S625,424.02,,,
3775_T3,16-Nov-98,C057,E225,S625,426.66,,,
3027_T3,18-Feb-98,E057,E225,S625,128.14,,,
7175_T3,24-Sep-01,F057,E225,S625,371.11,,,
2106_T3,30-Sep-96,E067,E225,S625,241.24,,,
2720_T3,02-Sep-97,D057,E250,S625,252.08,,,
3021_T3,11-Feb-98,E057,E250,S625,142.78,,,
3764_T3,12-Nov-98,C057,E250,S625,426.96,,,
7153_T3,15-Sep-01,F057,E250,S625,387.9,,,
6583_T3,20-Apr-01,E067,E250,S625,131.44,,,
1836_T3,25-Jun-96,F067,E250,S625,270.57,,,
2732_T3,04-Sep-97,D057,E275,S625,275.36,,,
3904_T3,08-Mar-99,C057,E275,S625,469.63,,,
4745_T3,14-Oct-99,E067,E275,S625,183.39,,,
2995_T3,15-Jan-98,E057,E275,S625,174.78,,,
7154_T3,17-Sep-01,F057,E275,S625,409.56,,,
2024_T3,02-Sep-96,E058,E300,S625,214.37,,,
2738_T3,05-Sep-97,D058,E300,S625,269.09,,,
3914_T3,10-Mar-99,C058,E300,S625,489.16,,,
7144_T3,13-Sep-01,F058,E300,S625,375.29,,,
4746_T3,15-Oct-99,E068,E300,S625,191.99,,,
1881_T3,17-Jul-96,F068,E300,S625,285.75,,,
7129_T3,10-Sep-01,F058,E325,S625,390.93,,,
4756_T3,15-Oct-99,E068,E325,S625,139.27,,,
2915_T3,17-Oct-97,D058,E325,S625,170.82,,,
2875_T3,27-Oct-97,E058,E325,S625,247.44,,,
3188_T3,05-May-98,E058,E350,S625,402.72,,,
7112_T3,06-Sep-01,F058,E350,S625,379.69,,,
2897_T3,13-Oct-97,D058,E350,S625,166.35,,,
1890_T3,15-Jul-96,F068,E350,S625,313.31,,,
4757_T3,18-Oct-99,E068,E350,S625,164.44,,,
3182_T3,04-May-98,E058,E375,S625,206.64,,,
2780_T3,12-Sep-97,D058,E375,S625,422.3,,,
1896_T3,16-Jul-96,F068,E375,S625,315.46,,,
7143_T3,17-Sep-01,F058,E375,S625,375.58,,,
4758_T3,19-Oct-99,E068,E375,S625,172.63,,,
3194_T3,06-May-98,E058,E400,S625,404.09,,,
5014_T3,08-Feb-00,E068,E400,S625,169.74,,,
1883_T3,13-Jul-96,F068,E400,S625,295.56,,,
2759_T3,13-Sep-97,D058,E400,S625,348.14,,,
7053_T3,28-Aug-01,F058,E400,S625,413.99,,,
5103_T3,08-Mar-00,E068,E425,S625,157.02,,,
2879_T3,09-Oct-97,D058,E425,S625,170.04,,,
3590_T3,10-Sep-98,E058,E425,S625,297.6,,,
3404_T3,22-Jul-98,F068,E425,S625,357.12,,,
7051_T3,24-Aug-01,F058,E425,S625,424.81,,,
2861_T3,06-Oct-97,D058,E450,S625,168.65,,,
3583_T3,09-Sep-98,E058,E450,S625,289.18,,,
5013_T3,12-Feb-00,E068,E450,S625,159.59,,,
7295_T3,17-Oct-01,F058,E450,S625,362.01,,,
3408_T3,27-Jul-98,F068,E450,S625,359.71,,,
867_T3,11-Feb-93,C035,E475,S625,205.19,,,
7122_T3,11-Sep-01,F058,E475,S625,399.74,,,
3611_T3,16-Sep-98,E058,E475,S625,434.37,,,
6598_T3,25-Apr-01,E068,E475,S625,130.77,,,
3412_T3,27-Jul-98,F068,E475,S625,399.41,,,
2831_T3,29-Sep-97,D058,E475,S625,234.27,,,
7111_T3,08-Sep-01,F058,E500,S625,400.56,,,
863_T3,09-Feb-93,C035,E500,S625,200.15,,,
4741_T3,15-Oct-99,E068,E500,S625,158.65,,,
3615_T3,17-Sep-98,E058,E500,S625,446.21,,,
3417_T3,28-Jul-98,F068,E500,S625,391.77,,,
858_T3,04-Feb-93,C035,E525,S625,198.46,,,
3271_T3,04-Jun-98,E058,E525,S625,406.81,,,
7121_T3,10-Sep-01,F058,E525,S625,386.34,,,
4722_T3,16-Oct-99,E068,E525,S625,180.65,,,
781_T3_06,9-Oct-06,E068,E525,S625,154.62,,,
6600_T3,02-May-01,E068,E550,S625,95.24,,,
859_T3,04-Feb-93,C035,E550,S625,193.12,,,
6603_T3,04-May-01,F059,E550,S625,108.94,,,
3275_T3,05-Jun-98,E058,E550,S625,404.71,,,
3279_T3,06-Jun-98,E058,E575,S625,339.04,,,
868_T3,11-Feb-93,C035,E575,S625,140.67,,,
800_T3_06,12-Oct-06,E068,E575,S625,178.71,,,
6925_T3,31-Jul-01,F058,E575,S625,267,,,
6710_T3,04-Jun-01,F058,E600,S625,136.37,,,
807_T3_06,17-Oct-06,E069,E600,S625,177.13,,,
2019_T3,30-Aug-96,E059,E600,S625,229.02,,,
6732_T3,04-Jun-01,F059,E625,S625,110.68,,,
357_T3_05,16-Nov-05,E059,E625,S625,344.83,,,
809_T3_06,16-Oct-06,E069,E625,S625,180.72,,,
6733_T3,05-Jun-01,F059,E650,S625,269.12,,,
828_T3_06,23-Oct-06,E069,E650,S625,191.66,,,
553_T3_06,3-Jun-06,E059,E650,S625,277.55,,,
6734_T3,06-Jun-01,F059,E675,S625,260.49,,,
831_T3_06,27-Oct-06,E069,E675,S625,149.05,,,
4366_T3,31-Jul-99,E059,E675,S625,411.78,,,
4367_T3,02-Aug-99,E059,E700,S625,272.95,,,
6704_T3,30-May-01,F059,E700,S625,378,,,
857_T3_06,30-Oct-06,E069,E700,S625,169.14,,,
6703_T3,29-May-01,F059,E725,S625,355.73,,,
858_T3_06,30-Oct-06,E069,E725,S625,117.79,,,
2457_T3,11-Jul-97,D049,E750,S625,277.08,,,
6669_T3,24-May-01,F059,E750,S625,295.1,,,
856_T3_06,30-Oct-06,E069,E750,S625,112.66,,,
6833_T3,07-Jul-01,F059,E775,S625,275.31,,,
2451_T3,11-Jul-97,D049,E775,S625,256.08,,,
2445_T3,05-Jul-97,D049,E800,S625,300.06,,,
6834_T3,09-Jul-01,F059,E800,S625,285.68,,,
2436_T3,05-Jul-97,D049,E825,S625,281.91,,,
6857_T3,11-Jul-01,F059,E825,S625,267.43,,,
1948_T3,10-Aug-96,E059,E850,S625,235.2,,,
2085_T3,25-Sep-96,D049,E850,S625,238.85,,,
6683_T3,26-May-01,F059,E850,S625,270.68,,,
3810_T3,28-Nov-98,C049,E850,S625,456.21,,,
6860_T3,13-Jul-01,F059,E875,S625,266.67,,,
2067_T3,19-Sep-96,D049,E875,S625,242.14,,,
3797_T3,25-Nov-98,C049,E875,S625,431.97,,,
543_T3_06,30-May-06,E059,E875,S625,296.79,,,
1821_T3,10-Jun-96,C057,E000,S650,291.39,,,
1957_T3,13-Aug-96,E067,E000,S650,228.39,,,
6863_T3,13-Jul-01,F067,E000,S650,267.55,,,
2073_T3,21-Sep-96,D057,E000,S650,214.52,,,
2038_T3,07-Sep-96,D057,E025,S650,245.01,,,
6864_T3,14-Jul-01,F067,E025,S650,257.94,,,
361_T3_05,23-Nov-05,E067,E025,S650,347.19,,,
3809_T3,28-Nov-98,C057,E025,S650,448.61,,,
1817_T3,07-Jun-96,C057,E050,S650,386.92,,,
1949_T3,10-Aug-96,E067,E050,S650,236.67,,,
2044_T3,10-Sep-96,D057,E050,S650,245.36,,,
6874_T3,16-Jul-01,F067,E050,S650,261.39,,,
3277_T3,06-Jun-98,C057,E075,S650,402.92,,,
3705_T3,15-Oct-98,D057,E075,S650,423.75,,,
6871_T3,16-Jul-01,F064,E075,S650,262.02,,,
5927_T3,24-Aug-00,E067,E075,S650,72.74,,,
6838_T3,05-Jul-01,F067,E100,S650,279.42,,,
6054_T3,13-Sep-00,E067,E100,S650,113.13,,,
2579_T3,19-Jul-97,D057,E100,S650,258.66,,,
2943_T3,02-Dec-97,E057,E125,S650,126.5,,,
7280_T3,13-Oct-01,F057,E125,S650,337.61,,,
6101_T3,15-Sep-00,E067,E125,S650,150.07,,,
2573_T3,18-Jul-97,D057,E125,S650,252.6,,,
3846_T3,21-Dec-98,C057,E125,S650,467.26,,,
1813_T3,04-Jun-96,C057,E150,S650,367.82,,,
6550_T3,10-Apr-01,D067,E150,S650,125.12,,,
7278_T3,12-Oct-01,F057,E150,S650,321.96,,,
2567_T3,17-Jul-97,D057,E150,S650,325.02,,,
2949_T3,18-Dec-97,E057,E150,S650,135.03,,,
1833_T3,21-Jun-96,F067,E150,S650,261.61,,,
2136_T3,05-Oct-96,E067,E175,S650,235.63,,,
2716_T3,08-Sep-97,D057,E175,S650,329.89,,,
3858_T3,09-Jan-99,C057,E175,S650,459.45,,,
7270_T3,10-Oct-01,F057,E175,S650,378.72,,,
2911_T3,20-Nov-97,E057,E175,S650,146.44,,,
7205_T3,01-Oct-01,F057,E200,S650,371.06,,,
3870_T3,03-Feb-99,C057,E200,S650,442.92,,,
2712_T3,04-Sep-97,D057,E200,S650,274.59,,,
3009_T3,06-Feb-98,E057,E200,S650,111.58,,,
1824_T3,13-Jun-96,F067,E200,S650,439.03,,,
6568_T3,17-Apr-01,E067,E200,S650,139.46,,,
2112_T3,02-Oct-96,E067,E225,S650,214.68,,,
2718_T3,05-Sep-97,D057,E225,S650,242.09,,,
3015_T3,07-Feb-98,E057,E225,S650,121.26,,,
3863_T3,17-Feb-99,C057,E225,S650,441.81,,,
7197_T3,25-Sep-01,F057,E225,S650,376.67,,,
3334_T3,01-Jul-98,E067,E250,S650,339.02,,,
2726_T3,03-Sep-97,D057,E250,S650,250.89,,,
1966_T3,14-Aug-96,E057,E250,S650,112.83,,,
3883_T3,18-Feb-99,C057,E250,S650,472.74,,,
7185_T3,21-Sep-01,F057,E250,S650,407.44,,,
1838_T3,27-Jun-96,F067,E250,S650,265.08,,,
3901_T3,06-Mar-99,C057,E275,S650,459.95,,,
2744_T3,06-Sep-97,D057,E275,S650,324.15,,,
2977_T3,18-Dec-97,E057,E275,S650,140.36,,,
7170_T3,18-Sep-01,F057,E275,S650,390.37,,,
4776_T3,28-Oct-99,E067,E275,S650,185.77,,,
4134_T3,03-Jun-99,D058,E300,S650,423.96,,,
3912_T3,09-Mar-99,C058,E300,S650,446.51,,,
7145_T3,14-Sep-01,F058,E300,S650,411.96,,,
1968_T3,15-Aug-96,E058,E300,S650,124.93,,,
1875_T3,16-Jul-96,F068,E300,S650,278,,,
4775_T3,23-Oct-99,E068,E300,S650,161.51,,,
500_T3_06,26-Apr-06,B058,E300,S650,312.34,,,
2881_T3,04-Nov-97,E058,E325,S650,121.83,,,
7114_T3,08-Sep-01,F058,E325,S650,396.79,,,
2921_T3,18-Oct-97,D058,E325,S650,157.76,,,
4772_T3,22-Oct-99,E068,E325,S650,151,,,
7113_T3,07-Sep-01,F058,E350,S650,385.55,,,
1962_T3,13-Aug-96,E058,E350,S650,122.8,,,
1884_T3,13-Jul-96,F068,E350,S650,296.77,,,
2903_T3,13-Oct-97,D058,E350,S650,161.82,,,
4771_T3,20-Oct-99,E068,E350,S650,172.66,,,
511_T3_06,3-May-06,B058,E350,S650,280.18,,,
3170_T3,02-May-98,E058,E375,S650,406.49,,,
4831_T3,11-Nov-99,E068,E375,S650,164.95,,,
2786_T3,12-Sep-97,D058,E375,S650,426.75,,,
7206_T3,17-Sep-01,F058,E375,S650,365.06,,,
7142_T3,14-Sep-01,F058,E400,S650,384.41,,,
1889_T3,15-Jul-96,F068,E400,S650,295.89,,,
2765_T3,15-Sep-97,D058,E400,S650,428.86,,,
4986_T3,20-Jan-00,E068,E400,S650,183.63,,,
3162_T3,25-Apr-98,E058,E400,S650,370.39,,,
3176_T3,04-May-98,E058,E425,S650,413.2,,,
5119_T3,09-Mar-00,E068,E425,S650,185.01,,,
2885_T3,10-Oct-97,D058,E425,S650,173.26,,,
7052_T3,25-Aug-01,F058,E425,S650,436.46,,,
3564_T3,04-Sep-98,E058,E450,S650,269.58,,,
1859_T3,09-Jul-96,F068,E450,S650,328.5,,,
2832_T3,09-Oct-97,D058,E450,S650,166.54,,,
7123_T3,12-Sep-01,F058,E450,S650,387.19,,,
5040_T3,14-Feb-00,E068,E450,S650,169.59,,,
2826_T3,08-Oct-97,D058,E475,S650,183.79,,,
3609_T3,15-Sep-98,E058,E475,S650,443.06,,,
5175_T3,27-Mar-00,E068,E475,S650,158.96,,,
7065_T3,29-Aug-01,F058,E475,S650,422.47,,,
3626_T3,19-Sep-98,E058,E500,S650,419.88,,,
4760_T3,23-Oct-99,E068,E500,S650,176,,,
7064_T3,27-Aug-01,F058,E500,S650,419.48,,,
6606_T3,02-May-01,E068,E525,S650,122.42,,,
3621_T3,18-Sep-98,E058,E525,S650,414.23,,,
7063_T3,25-Aug-01,F058,E525,S650,448.17,,,
789_T3_06,10-Oct-06,E068,E550,S650,168.16,,,
1985_T3,21-Aug-96,E058,E550,S650,286.93,,,
7047_T3,23-Aug-01,F058,E550,S650,437.42,,,
860_T3,08-Feb-93,C035,E575,S650,200.74,,,
1924_T3,19-Aug-96,E058,E575,S650,255.57,,,
7026_T3,21-Aug-01,F058,E575,S650,418.86,,,
785_T3_06,9-Oct-06,E068,E575,S650,155.49,,,
6699_T3,02-Jun-01,F059,E600,S650,375.29,,,
1971_T3,16-Aug-96,E059,E600,S650,175.69,,,
806_T3_06,18-Oct-06,E069,E600,S650,188.04,,,
2032_T3,05-Sep-96,E059,E625,S650,249.48,,,
6750_T3,08-Jun-01,F059,E625,S650,264.45,,,
827_T3_06,23-Oct-06,E069,E625,S650,193.02,,,
6749_T3,07-Jun-01,F059,E650,S650,262.22,,,
824_T3_06,20-Oct-06,E069,E650,S650,182.03,,,
2869_T3,22-Oct-97,E059,E650,S650,152.15,,,
6716_T3,01-Jun-01,F059,E675,S650,142.16,,,
4395_T3,07-Aug-99,E059,E675,S650,187.89,,,
829_T3_06,26-Oct-06,E069,E675,S650,164.66,,,
4385_T3,06-Aug-99,E059,E700,S650,181.36,,,
848_T3_06,26-Oct-06,E069,E700,S650,152.06,,,
6705_T3,31-May-01,F059,E700,S650,183.12,,,
6671_T3,26-May-01,F059,E725,S650,247.64,,,
850_T3_06,27-Oct-06,E069,E725,S650,136.56,,,
2418_T3,03-Jul-97,D049,E750,S650,287.64,,,
6832_T3,06-Jul-01,F059,E750,S650,275.09,,,
2412_T3,02-Jul-97,D049,E775,S650,253.97,,,
6690_T3,29-May-01,F059,E775,S650,270.06,,,
2424_T3,03-Jul-97,D049,E800,S650,260.46,,,
6709_T3,29-May-01,F059,E800,S650,334.8,,,
2430_T3,04-Jul-97,D049,E825,S650,196.61,,,
6684_T3,28-May-01,F059,E825,S650,281.8,,,
3826_T3,04-Dec-98,C049,E850,S650,444.81,,,
1953_T3,12-Aug-96,E059,E850,S650,249.51,,,
6859_T3,16-Jul-01,F059,E850,S650,258.01,,,
2091_T3,27-Sep-96,D049,E850,S650,235.15,,,
3823_T3,04-Dec-98,C049,E875,S650,466.59,,,
6861_T3,13-Jul-01,F059,E875,S650,258.79,,,
3306_T3,16-Jun-98,E059,E875,S650,358.84,,,
2079_T3,23-Sep-96,D049,E875,S650,238.3,,,
3310_T3,16-Jun-98,E067,E000,S675,413.86,,,
2518_T3,22-Jul-97,D057,E000,S675,337.22,,,
3803_T3,27-Nov-98,C057,E000,S675,419.56,,,
6695_T3,30-May-01,F064,E000,S675,327.69,,,
3814_T3,01-Dec-98,C057,E025,S675,450.35,,,
3295_T3,13-Jun-98,E067,E025,S675,395.77,,,
2455_T3,14-Jul-97,D057,E025,S675,218.35,,,
6877_T3,16-Jul-01,F067,E025,S675,260.96,,,
2449_T3,12-Jul-97,D057,E050,S675,250.93,,,
6879_T3,17-Jul-01,F067,E050,S675,260.02,,,
3318_T3,18-Jun-98,E067,E050,S675,343.91,,,
3281_T3,06-Jun-98,C057,E075,S675,355.73,,,
2443_T3,11-Jul-97,D057,E075,S675,225.7,,,
3298_T3,13-Jun-98,E067,E075,S675,359.12,,,
6875_T3,17-Jul-01,F067,E075,S675,263.14,,,
2460_T3,12-Jul-97,D057,E100,S675,209.05,,,
3836_T3,16-Dec-98,C057,E100,S675,453.01,,,
3305_T3,16-Jun-98,E067,E100,S675,351.9,,,
6924_T3,30-Jul-01,F068,E100,S675,263.04,,,
3866_T3,03-Feb-99,C057,E125,S675,445.06,,,
7253_T3,09-Oct-01,F057,E125,S675,384.39,,,
2466_T3,14-Jul-97,D057,E125,S675,270.99,,,
3313_T3,17-Jun-98,E067,E125,S675,346.69,,,
6869_T3,20-Jul-01,F067,E125,S675,259.6,,,
2936_T3,21-Oct-97,E057,E125,S675,164.89,,,
7252_T3,08-Oct-01,F057,E150,S675,353.25,,,
2472_T3,16-Jul-97,D057,E150,S675,332.24,,,
3317_T3,18-Jun-98,E067,E150,S675,407.35,,,
2942_T3,22-Oct-97,E057,E150,S675,162.71,,,
6923_T3,28-Jul-01,F067,E150,S675,257.61,,,
2706_T3,03-Sep-97,D057,E175,S675,256.73,,,
2130_T3,05-Oct-96,E067,E175,S675,214.32,,,
3856_T3,06-Jan-99,C057,E175,S675,451.32,,,
7251_T3,08-Oct-01,F057,E175,S675,346.49,,,
2905_T3,18-Nov-97,E057,E175,S675,163.26,,,
2124_T3,03-Oct-96,E067,E200,S675,212.14,,,
2724_T3,08-Sep-97,D057,E200,S675,328.59,,,
3865_T3,15-Jan-99,C057,E200,S675,470.93,,,
2935_T3,24-Nov-97,E057,E200,S675,179.48,,,
7204_T3,29-Sep-01,F057,E200,S675,390.88,,,
3875_T3,03-Feb-99,C057,E225,S675,440.15,,,
2118_T3,03-Oct-96,E067,E225,S675,240.53,,,
2736_T3,13-Sep-97,D057,E225,S675,421.8,,,
2941_T3,26-Nov-97,E057,E225,S675,172.92,,,
7198_T3,26-Sep-01,F057,E225,S675,378.11,,,
2808_T3,02-Oct-97,D057,E250,S675,286.5,,,
3887_T3,19-Feb-99,C057,E250,S675,454.43,,,
7186_T3,22-Sep-01,F057,E250,S675,388.87,,,
6595_T3,24-Apr-01,E067,E250,S675,114.8,,,
